agenda,dkod,nazev,metodika
1,D1.10,Počet matričních úřadů ve správním obvodu,"Počet matričních úřadů ve správním obvodu obce s pověřením III. stupně; nezapočítává se matriční úřad vyplňující obce. PROSÍME, získejte/ověřte si tento údaj u PRACOVNÍKŮ MATRIKY. !!! Údaje z této agendy vstupují do řady výpočtů a případné chyby mohou zásadně ovlivnit vaše výsledky v jiných agendách !!!"
1,D1.11,Počet obcí v působnosti stavebního úřadu,"Počet obcí ve správním obvodu, pro který obec (vyplňující) zajišťuje výkon přenesené působnosti v oblasti stavebního úřadu; k 31.12. sledovaného roku; nezapočítává se obec za niž jsou data vyplňována. PROSÍME, získejte/ověřte si tento údaj u PRACOVNÍKŮ STAVEBNÍHO ÚŘADU. !!! Údaje z této agendy vstupují do řady výpočtů a případné chyby mohou zásadně ovlivnit vaše výsledky v jiných agendách !!!"
1,D1.12,Počet stavebních úřadů ve správním obvodu,"Počet stavebních úřadů ve správním obvodu obce s pověřením III. stupně; nezapočítává se stavební úřad vyplňující obce. PROSÍME, získejte/ověřte si tento údaj u PRACOVNÍKŮ STAVEBNÍHO ÚŘADU. !!! Údaje z této agendy vstupují do řady výpočtů a případné chyby mohou zásadně ovlivnit vaše výsledky v jiných agendách !!!"
1,D1.13,Počet km čtverečních obce,Počet km čtverečních obce - správní obvod obce s pověřením I. stupně; k 31. 12. sledovaného roku. !!! Údaje z této agendy vstupují do řady výpočtů a případné chyby mohou zásadně ovlivnit vaše výsledky v jiných agendách !!!
1,D1.14,Počet km čtverečních správního obvodu obce s pověřeným obecním úřadem,Počet km čtverečních správního obvodu obce s pověřením II. stupně; k 31. 12. sledovaného roku. !!! Údaje z této agendy vstupují do řady výpočtů a případné chyby mohou zásadně ovlivnit vaše výsledky v jiných agendách !!!
1,D1.15,Počet km čtverečních správního obvodu obce s rozšířenou působností,"Počet km čtverečních správního obvodu obce s pověřením III. stupně; k 31. 12. sledovaného roku. V případě, že vyplňujete za obec II. typu - vyplňte km2 ""dvojkového"" správního obvodu. !!! Údaje z této agendy vstupují do řady výpočtů a případné chyby mohou zásadně ovlivnit vaše výsledky v jiných agendách !!!"
1,D1.16,Podíl nezaměstnaných na obyvatelstvu v % v obci (nebo v okrese),K 31. 12. sledovaného roku; zdroj dat - úřad práce. !!! Údaje z této agendy vstupují do řady výpočtů a případné chyby mohou zásadně ovlivnit vaše výsledky v jiných agendách !!! Do roku 2012 - Míra nezaměstnanosti v obci - ve správním obvodu obce s pověřením I. stupně k 31. 12. sledovaného roku; zdroj dat - MPSV - Power BI - Podíl nezaměstnaných osob - trvalá/kontaktní adresa. https://data.mpsv.cz/portal
1,D1.17,Podíl nezaměstnaných na obyvatelstvu v % ve správním obvodu obce s rozšířenou působností (nebo v okrese),K 31. 12. sledovaného roku; zdroj dat - úřad práce. !!! Údaje z této agendy vstupují do řady výpočtů a případné chyby mohou zásadně ovlivnit vaše výsledky v jiných agendách !!! Do roku 2012 - Míra nezaměstnanosti ve správním obvodu obce s pověřením III. stupně k 31. 12. sledovaného roku; zdroj dat - MPSV - Power BI - Podíl nezaměstnaných osob - trvalá/kontaktní adresa. https://data.mpsv.cz/portal
1,D1.18,PRŮMĚRNÝ fyzický počet zaměstnanců obce zařazených v obecním úřadě,"Aritmetický průměr měsíčních fyzických počtů zaměstnanců k poslednímu dni jednotlivých měsíců za období sledovaného roku (Příklad výpočtu: (stav k 31.1.+ stav k 28.2 + stav k 31.3. . .)/12). Podle Zákona č. 128/2000 Sb., o obcích, §102, odst. 2, písm. j (tzn. bez uvolněných zastupitelů, pracovníků městské policie, organizačních složek, veřejně prospěšných a obecně prospěšných prací, absolventských praxí,...) DO PRŮMĚRU ZAPOČÍTEJTE SKUTEČNĚ OBSAZENÁ MÍSTA - NAPLNĚNÉ PRACOVNÍ POZICE - SKUTEČNÉ NAPLNĚNÍ SCHVÁLENÉ SYSTEMIZACE. (!!! Údaje z této agendy vstupují do řady výpočtů a případné chyby mohou zásadně ovlivnit vaše výsledky v jiných agendách !!!)"
1,D1.19,Průměrný evidenční přepočtený počet zaměstnanců obce zařazených v obecním úřadě,"Za celé období sledovaného roku. Podle Zákona č. 128/2000 Sb., o obcích, §102, odst. 2, písm. j (tzn. bez uvolněných zastupitelů, pracovníků městské policie, organizačních složek, veřejně prospěšných a obecně prospěšných prací, absolventských praxí,...); jedná se o tzv. úvazky dle pracovních smluv jednotlivých zaměstnanců (. !!! Údaje z této agendy vstupují do řady výpočtů a případné chyby mohou zásadně ovlivnit vaše výsledky v jiných agendách !!!)"
1,D1.20,Průměrný fyzický počet zaměstnanců obce zařazených v obecním úřadě VČETNĚ UVOLNĚNÝCH FUNKCIONÁŘŮ,"Použijte prosím stejný postup výpočtu jako v řádku D1.18 a připočtěte průměrný fyzický počet uvolněných funkcionářů za období sledovaného roku. Všichni pracovníci, o nichž obec účtuje na § 6171 Činnost místní správy, tzn. bez organizačních složek, městské policie, pečovatelské služby apod. a ""uvolnění"" zastupitelé, o nichž obec účtuje na § 6112. Údaj vstupuje do agend 51, 53, 54, 56 a 57."
2,D2.0.1,Počet přihlášení k trvalému pobytu z jiného správního obvodu obce III. typu,Údaj podle zákona. Data vyplňujte k 31.12. sledovaného roku celkem za správní obvod. Statistika AISO.
2,D2.0.2,Počet odhlášení z trvalého pobytu ze správního obvodu obce III. typu,Údaj podle zákona. Data vyplňujte k 31.12. sledovaného roku celkem za správní obvod. Statistika AISO.
2,D2.0.4,Změna počtu osob přihlášených k trvalému pobytu (hlášení vlastníkům),Data vyplňujte k 31.12. sledovaného roku.
2,D2.0.5,Počet odhlášení z trvalého pobytu v obci,Data vyplňujte k 31.12. sledovaného roku.
2,D2.0.6,Počet osob přihlášených k trvalému pobytu na ohlašovně obce,"Celkový počet osob přihlášených na ohlašovně k 31.12. sledovaného roku. Zdroj dat: ohlašovna, interní evidence."
2,D2.1.2,Počet zahájených správních řízení o zrušení trvalého pobytu,"Data vyplňujte k 31.12. sledovaného roku. Zdroj dat: ohlašovna, interní evidence."
2,D2.1.3,Počet nahlášení ukončení trvalého pobytu na území ČR,"Data vyplňujte k 31.12. sledovaného roku. Zdroj dat: ohlašovna, interní evidence."
2,D2.1.4,Počet nahlášení doručovacích adres dle § 10b zák. 133/2000 Sb.,"Data vyplňujte k 31.12. sledovaného roku. Zdroj dat: ohlašovna, interní evidence."
2,D2.1.5,Počet výpisů z informačního systému dle § 8 zák. 133/2000 Sb.,Data vyplňujte k 31.12. sledovaného roku. Zdroj dat: interní evidence.
2,D2.3,Počet zaměstnanců - pracovních úvazků v agendě evidence obyvatel celkem,"Pouze úvazky pro agendu Evidence obyvatel (nezapočítáváme zde například práci odvedenou v rámci voleb apod.) stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy pouze agend za které, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
2,D2.10,Počet úředních hodin v týdnu,"Údaj v hodinách za týden, který odpovídá oficiálně zveřejněným úředním hodinám na úřadě (úřední hodiny se mohou v některých agendách lišit; jsou-li například úřední hodiny evidence obyvatel zveřejněny v po, út, st a pá odpoledne, ale stavební úřad veřejně prezentuje úřední hodiny pouze ve dnech po a st). Rozhodujícím kritériem je to, zda je tato úřední doba prokazatelně zveřejněna např. na vstupu do úřadu, na internetu, na vstupních dveřích matriky, živnostenského úřadu apod. a současně je zaručeno, že klient bude obsloužen v plném rozsahu. NEZAPOČÍTÁVÁME POLEDNÍ PŘESTÁVKU ve zveřejněném rozsahu (klienti v této době nejsou odbavováni, polední přestávka je zveřejněna)."
2,D2.11,Průměrná čekací doba (v minutách),"Vyplní pouze města provozující automatizované odbavovací systémy jako celoroční průměrný údaj; v letech 2003 až 2005 se jednalo o dobrovolný údaj, který města zadala na základě informací z odbavovacího systému nebo který ve dvou týdenních cyklech reálně měřila například pomocí studentů."
3,D3.1,Počet zaměstnanců - pracovních úvazků v agendě matrika celkem POZOR!!! POUZE ZA MATRIKU NE VIDIMACE A LEGALIZACE!!!,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání"
3,D3.1.1,Úvazky pracovníků zajišťujících vidimaci a legalizaci ZA ÚŘAD/MAGISTRÁT CELKEM,"Započtěte úvazky všech zaměstnanců zajišťujících vidimaci a legalizaci bez ohledu na odbor/útvar, kde je tato činnost vykonávána - tedy za celý úřad. Sledováno od roku 2008, v letech 2003 - 2007 byly automaticky doplněny nuly. včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
3,D3.2,Vystavení vysvědčení o právní způsobilosti k uzavření manželství či registraci partnerství s cizincem,Počet vydaných vysvědčení o právní způsobilosti k uzavření manželství či registraci partnerství s cizincem. K 31.12. sledovaného roku.
3,D3.5,Změna jména a příjmení,Počet správních řízení ve věci povolení změny jména a příjmení končící rozhodnutím. K 31.12. sledovaného roku.
3,D3.6,Vystavení vícejazyčných standardních formulářů,"Počet vystavených matričních dokladů s vícejazyčným standardním formulářem vyhotoveným podle přímo použitelného předpisu Evropské unie, § 25 odst. 6 zákona o matrikách. K 31. 12. sledovaného roku."
3,D3.7,"Zpětvzetí příjmení, dopsání druhého jména a příjmení v mužském tvaru","Počet převzatých oznámení o přijetí dřívějšího příjmení po rozvodu manželství ve lhůtě 6 měsíců po právní moci rozsudku soudu, dopsání druhého jména, zápis ženského příjmení v mužské podobě (bez koncovky -ová). K 31.12. sledovaného roku."
3,D3.8,Žádosti o vystavení dokladů ze Zvláštní matriky Brno,"Počet převzatých žádostí o zápis do zvláštní matriky Brno – rodné, oddací, úmrtní listy, registrace partnerství (události českých občanů, které nastaly v cizině). K 31.12. sledovaného roku."
3,D3.9,Vystavení osvědčení pro uzavření sňatku před orgánem církve,Počet vydaných osvědčení pro církevní sňatek. K 31.12. sledovaného roku.
3,D3.10,Počet zápisů v knize narození - počet narození,Počet událostí (narození) - matrika narození k 31.12. sledovaného roku.
3,D3.11,Počet zápisů v knize manželství,"Počet událostí dle § 655 odst. 1 a 2 zákona č. 89/2012 Sb., OZ k 31. 12. sledovaného roku."
3,D3.11.2,Celkový počet žádostí o uzavření manželství a partnerství mimo stanovenou dobu a místo,"Počet přijatých žádostí - matrika sňatků a partnerství, § 12 zákona o matrikách, § 663 odst. 1 OZ, § 13 a odst. 3 zákona o matrikách. K 31. 12. sledovaného roku."
3,D3.12,Počet zápisů v knize úmrtí - počet úmrtí,Počet událostí (úmrtí) - matrika úmrtí k 31.12. sledovaného roku.
3,D3.13,Počet vyhotovených duplikátů matričních dokladů,"Počet vyhotovených duplikátů - rodných, oddacích, úmrtních listů a dokladů o registrovaných partnerstvích. K 31.12. sledovaného roku."
3,D3.14,Počet změn v matričních zápisech celkem,"Počet dodatečných záznamů v matričních knihách, změny jména a příjmení z ostatních matrik v České republice, popření otcovství, osvojení (zrušitelné, nezrušitelné), rozvody, matriční události v cizině, opravy chybných údajů na veřejných listinách. K 31.12. sledovaného roku."
3,D3.15,"Počet konzultací a přezkoušení dle Zákona č. 21/2006 Sb., o ověřování",Počet konzultací a přezkoušení dle zákona č. 21/2006 Sb. o ověřování. K 31.12. sledovaného roku.
3,D3.16,Vidimace a legalizace - počet případů,Celkový počet provedených vidimací a legalizací na CELÉM ÚŘADĚ (i pokud provádní jiný odbor(y) než matrika). Je nutné přičíst úvazky těchto pracovníků (i z jiných odborů/útvarů) do řádku D3.1.1. K 31.12. sledovaného roku. Od 1.1.2006 se počet provedených vidimací a legalizací rovná počtu čísel jednacích - sledovaných úkonů (údaje za roky 2003 - 2005 mohou být proto zdánlivě nižší).
3,D3.17,Počet prominutí předložení stanoveného dokladu,Dle § 664 odst. 2 zákona č. 89/2012 Sb. K 31.12. sledovaného roku.
3,D3.18,Počet zápisů o určení otcovství před i po narození dítěte,"K 31.12. sledovaného roku. Dle § 779 odst. 1, 2 zákona č. 89/2012 Sb."
3,D3.19,Počet tranzicí,"Dle § 72 a odst.1a 3 a § 72 a odst. 2 a 3 zákona č. 301/2000 Sb., zákona o matrikách, od 1.7.2025. K 31.12. sledovaného roku."
3,D3.20,Počet úředních hodin v týdnu,"Údaj v hodinách za týden, který odpovídá oficiálně zveřejněným úředním hodinám na úřadě (úřední hodiny se mohou v některých agendách lišit; jsou-li například úřední hodiny evidence obyvatel zveřejněny v po, út, st a pá odpoledne, ale stavební úřad veřejně prezentuje úřední hodiny pouze ve dnech po a st). Rozhodujícím kritériem je to, zda je tato úřední doba prokazatelně zveřejněna např. na vstupu do úřadu, na internetu, na vstupních dveřích matriky, živnostenského úřadu apod. a současně je zaručeno, že klient bude obsloužen v plném rozsahu. NEZAPOČÍTÁVÁME POLEDNÍ PŘESTÁVKU ve zveřejněném rozsahu (klienti v této době nejsou odbavováni, polední přestávka je zveřejněna)."
3,D3.21,Průměrná čekací doba (v minutách),Vyplní pouze města provozující automatizované odbavovací systémy jako celoroční průměrný údaj.
4,D4.1,Počet zaměstnanců - pracovních úvazků v agendě občanské průkazy celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
4,D4.2,Počet žádostí o vydání OP,"Počítají se VŠECHNY přijaté žádosti (včetně off-line, bez strojově čitelných údajů). K 31.12. sledovaného roku."
4,D4.2.1,z toho počet žádostí off line (žádosti nabrané v terénu - imobilní občané),K 31.12. sledovaného roku.
4,D4.4,Počet všech vydaných OP,"Jde o všechny vydané OP, které jsou doručeny na obecní úřad z MV ČR. VČETNĚ vydaných OP bez strojově čitelných údajů. K 31.12. sledovaného roku."
4,D4.5,Počet VŠECH řešených přestupků DLE ZÁKONA 269/2021 Sb.,Celkový počet řešených přestupků. K 31.12. sledovaného roku.
4,D4.6,z toho počet přestupků vyřízených v PŘÍKAZNÍM řízení na místě DLE ZÁKONA 269/2021 Sb.,"Celkový počet přestupků, které byly vyřízeny v příkazním řízení na místě (blokově). K 31.12. sledovaného roku."
4,D4.6.1,Objem uložených pokut v tis. Kč,Objem uložených pokut v tis. Kč v příkazním řízení na místě (blokově). K 31.12. sledovaného roku.
4,D4.7,Průměrná čekací doba (v minutách),Vyplní pouze města provozující automatizované odbavovací systémy jako celoroční průměrný údaj.
4,D4.8,Počet úředních hodin v týdnu,"Údaj v hodinách za týden, který odpovídá oficiálně zveřejněným úředním hodinám na úřadě (úřední hodiny se mohou v některých agendách lišit; jsou-li například úřední hodiny evidence obyvatel zveřejněny v po, út, st a pá odpoledne, ale stavební úřad veřejně prezentuje úřední hodiny pouze ve dnech po a st). Rozhodujícím kritériem je to, zda je tato úřední doba prokazatelně zveřejněna např. na vstupu do úřadu, na internetu, na vstupních dveřích matriky, živnostenského úřadu apod. a současně je zaručeno, že klient bude obsloužen v plném rozsahu. NEZAPOČÍTÁVÁME POLEDNÍ PŘESTÁVKU ve zveřejněném rozsahu (klienti v této době nejsou odbavováni, polední přestávka je zveřejněna)."
4,D4.9,Příjmy ze správních poplatků v tis. Kč,Částka která byla vybrána na správních poplatcích při úkonech občanských průkazů. V tis. Kč. K 31.12. sledovaného roku.
5,D5.1,Počet žádostí celkem,"Počítají se všechny žádosti přijaté od občanů, případně postoupené zastupitelským úřadem. Údaj lze zjistit z manuálně vedené evidence CD. K 31.12. sledovaného roku."
5,D5.2,Počet vydaných pasů,"Všechny vydané cestovní pasy, které jsou doručeny na obecní úřad z MV ČR, včetně zaslaných zastupitelskému úřadu k předání občanům. Údaj lze zjistit v evidenci CD (evidence MV ČR). K 31.12. sledovaného roku."
5,D5.3,Počet VŠECH řešených přestupků DLE ZÁKONA 329/1999 Sb.,Celkový počet řešených přestupků. K 31.12. sledovaného roku.
5,D5.3.1,z toho počet přestupků vyřízených v PŘÍKAZNÍM řízení na místě DLE ZÁKONA 329/1999 Sb.,"Celkový počet přestupků, které byly vyřízeny v příkazním řízení na místě (blokově). K 31.12. sledovaného roku."
5,D5.4,Objem uložených pokut v tis. Kč,Objem uložených pokut v tis. Kč v příkazním řízení na místě (blokově). K 31.12. sledovaného roku.
5,D5.5,Průměrná čekací doba (v minutách),Vyplní pouze města provozující automatizované odbavovací systémy jako celoroční průměrný údaj za období sledovaného roku.
5,D5.6,Počet zaměstnanců - pracovních úvazků v agendě cestovní doklady celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
5,D5.7,Počet úředních hodin v týdnu,"Údaj v hodinách za týden, který odpovídá oficiálně zveřejněným úředním hodinám na úřadě (úřední hodiny se mohou v některých agendách lišit; jsou-li například úřední hodiny evidence obyvatel zveřejněny v po, út, st a pá odpoledne, ale stavební úřad veřejně prezentuje úřední hodiny pouze ve dnech po a st). Rozhodujícím kritériem je to, zda je tato úřední doba prokazatelně zveřejněna např. na vstupu do úřadu, na internetu, na vstupních dveřích matriky, živnostenského úřadu apod. a současně je zaručeno, že klient bude obsloužen v plném rozsahu. NEZAPOČÍTÁVÁME POLEDNÍ PŘESTÁVKU ve zveřejněném rozsahu (klienti v této době nejsou odbavováni, polední přestávka je zveřejněna)."
5,D5.8,Příjmy ze správních poplatků v tis. Kč,Částka která byla vybrána na správních poplatcích při úkonech cestovních dokladů. V tis. Kč. K 31.12. sledovaného roku.
6,D6.1,Fyzický počet zaměstnanců obce zařazených v obecním úřadě,"Podle Zákona č. 128/2000 Sb., o obcích, §102, odst. 2, písm. j (tzn. bez uvolněných zastupitelů, pracovníků městské policie, organizačních složek, veřejně prospěšných a obecně prospěšných prací, absolventských praxí,...). UVEĎTE SKUTEČNĚ OBSAZENÁ MÍSTA - NAPLNĚNÉ PRACOVNÍ POZICE. K 31.12. sledovaného roku."
6,D6.1.1,Počet žen,K 31.12. sledovaného roku. Součet počtu žen a počtu mužů se musí rovnat údaji v řádku D 6.1.
6,D6.1.2,Počet mužů,K 31.12. sledovaného roku. Součet počtu žen a počtu mužů se musí rovnat údaji v řádku D 6.1.
6,D6.1.3.1,Počet zaměstnanců ve věku do 30 let,K 31.12. sledovaného roku. Součet dle jednotlivých věkových kategorií se musí rovnat údaji v řádku D 6.1.
6,D6.1.3.2,Počet zaměstnanců ve věku 31 - 50 let,K 31.12. sledovaného roku. Součet dle jednotlivých věkových kategorií se musí rovnat údaji v řádku D 6.1.
6,D6.1.3.3,Počet zaměstnanců ve věku 51-60 let,K 31.12. sledovaného roku. Součet dle jednotlivých věkových kategorií se musí rovnat údaji v řádku D 6.1.
6,D6.1.3.4,Počet zaměstnanců ve věku 61 let a výše,K 31.12. sledovaného roku. Součet dle jednotlivých věkových kategorií se musí rovnat údaji v řádku D 6.1.
6,D6.1.3.5,Fyzický počet zaměstnanců s nárokem na starobní důchod,K 31.12. sledovaného roku.
6,D6.1.9,Počet zaměstnanců se základním vzděláním,K 31.12. sledovaného roku. Součet dle jednotlivých kategorií dosaženého vzdělání se musí rovnat údaji v řádku D 6.1.
6,D6.1.10,Počet zaměstnanců se středním odborným vzděláním (bez maturitní zkoušky),K 31.12. sledovaného roku. Součet dle jednotlivých kategorií dosaženého vzdělání se musí rovnat údaji v řádku D 6.1.
6,D6.1.11,Počet zaměstnanců s úplným středním odborným vzděláním (s maturitní zkouškou),K 31.12. sledovaného roku. Součet dle jednotlivých kategorií dosaženého vzdělání se musí rovnat údaji v řádku D 6.1.
6,D6.1.12,Počet zaměstnanců s vyšším odborným vzděláním,K 31.12. sledovaného roku. Součet dle jednotlivých kategorií dosaženého vzdělání se musí rovnat údaji v řádku D 6.1. Sledováno odděleně od roku 2009.
6,D6.1.13,Počet zaměstnanců s vysokoškolským vzděláním,K 31.12. sledovaného roku. Součet dle jednotlivých kategorií dosaženého vzdělání se musí rovnat údaji v řádku D 6.1. Do roku 2009 vykazováno včetně vyššího odborného vzdělání.
6,D6.2.1,Počet úředníků (bez vedoucích úředníků),K 31.12. sledovaného roku. Součet řádků D 6.2.1 + D 6.2.2 + D 6.2.3 se musí rovnat řádku D 6.1.
6,D6.2.2,Počet vedoucích úředníků,K 31.12. sledovaného roku. Včetně vedoucího úřadu. Součet řádků D 6.2.1 + D 6.2.2 + D 6.2.3 se musí rovnat řádku D 6.1.
6,D6.2.2.1,Počet vedoucích úředníků - žen,K 31.12. sledovaného roku. Součet řádků D 6.2.2.1 + D 6.2.2.2 se musí rovnat řádku D 6.2.2.
6,D6.2.2.2,Počet vedoucích úředníků - mužů,K 31.12. sledovaného roku. Součet řádků D 6.2.2.1 + D 6.2.2.2 se musí rovnat řádku D 6.2.2.
6,D6.2.2.2.1,Počet vedoucích úředníků ve věku do 30 let,K 31.12. sledovaného roku. Součet dle jednotlivých věkových kategorií se musí rovnat údaji v řádku D 6.2.2.
6,D6.2.2.2.2,Počet vedoucích úředníků ve věku 31 - 50 let,K 31.12. sledovaného roku. Součet dle jednotlivých věkových kategorií se musí rovnat údaji v řádku D 6.2.2.
6,D6.2.2.2.3,Počet vedoucích úředníků ve věku 51-60 let,K 31.12. sledovaného roku. Součet dle jednotlivých věkových kategorií se musí rovnat údaji v řádku D 6.2.2.
6,D6.2.2.2.4,Počet vedoucích úředníků ve věku 61 let a výše,K 31.12. sledovaného roku. Součet dle jednotlivých věkových kategorií se musí rovnat údaji v řádku D 6.2.2.
6,D6.2.2.12,Počet vedoucích úředníků s vyšším odborným vzděláním,K 31.12. sledovaného roku. Sledováno odděleně od roku 2009.
6,D6.2.2.13,Počet vedoucích úředníků s vysokoškolským vzděláním,K 31.12. sledovaného roku. Od roku 2009 zahrnuti pouze vedoucí úředníci s vysokoškolským vzděláním.
6,D6.2.3,Počet ostatních zaměstnanců (neúředníků zařazených do úřadu),K 31.12. sledovaného roku. Součet řádků D 6.2.1 + D 6.2.2 + D 6.2.3 se musí rovnat řádku D 6.1.
6,D6.3,Náklady na vzdělávání celkem (včetně ZOZ) v tis. Kč,"Údaj z rozpočtu - pol. 5167, včetně školení BOZP, referentských zkoušek apod. (bez uvolněných zastupitelů, pracovníků městské policie, organizačních složek, veřejně prospěšných a obecně prospěšných prací, absolventských praxí,...). Včetně podílu města na financování vzdělávacích projektů financovaných z prostředků EU, ESF."
6,D6.4,Počet absolventů vzdělávacích akcí,"K 31.12. běžného roku; každého zaměstnance, který absolvoval vzdělávací akci (bez ohledu na její délku) započítáme jednou za každou akci (jeden zaměstnanec mohl v daném roce absolvovat více vzdělávacích akcí nebo více zaměstnanců absolvovalo stejný typ kurzu - započteme počet účastníků jedné vzdělávací akce); včetně školení BOZP, hygienických předpisů, referentských zkoušek apod. Včetně vzdělávacích akcí projektů financovaných z prostředků EU, ESF."
6,D6.4.1,Z toho počet absolventů vzdělávacích akcí E-LEARNING,"K 31.12. běžného roku; každého zaměstnance, který absolvoval vzdělávací akci (bez ohledu na její délku) započítáme jednou za každou akci (jeden zaměstnanec mohl v daném roce absolvovat více vzdělávacích akcí nebo více zaměstnanců absolvovalo stejný typ kurzu - započteme počet účastníků jedné vzdělávací akce)"
6,D6.4.3,Z toho počet absolventů on-line kurzů,"On-line kurz - kurz vedený lektorem s dálkovým přístupem. K 31.12. běžného roku; každého zaměstnance, který absolvoval vzdělávací akci (bez ohledu na její délku) započítáme jednou za každou akci (jeden zaměstnanec mohl v daném roce absolvovat více vzdělávacích akcí nebo více zaměstnanců absolvovalo stejný typ kurzu - započteme počet účastníků jedné vzdělávací akce)"
7,D7.1,Počet sledovaných úkonů celkem,"Celkový součet sledovaných úkonů souvisejících s agendou registru řidičů, které byly za dané období provedeny. Toto číslo je převzato ze statistiky transakcí RŘ a přestupků programu Eliška (vedeno jako ""počet transakcí ""), což je speciální program pro registr řidičů. K 31.12. sledovaného roku."
7,D7.1.1,Počet všech vydaných řidičských průkazů (včetně mezinárodních),"Celkový počet všech vydaných řidičských průkazů (včetně mezinárodních), které byly za dané období vydány. Toto číslo je převzato ze statistiky Činnost na úseku agend řidičů programu Eliška (součet řádků ""počet vydaných ŘP celkem + počet MŘP Vídeň + počet MŘP Ženeva""), což je speciální program pro registr řidičů. K 31.12. sledovaného roku."
7,D7.1.2,Počet všech rozhodnutí vydaných ve správních řízeních na úseku registru řidičů,"Součet řádků: ""Počet rozhodnutí vydaných ve správních řízeních"" + ""Počet rozhodnutí o pozastavení, odnětí, podmínění, omezení a vrácení ŘO"" + ""Počet ostatních rozhodnutí, která nejsou zahrnuta v řádcích 7.2 a 7.8"".
Vzorec: D7.2 + D7.8 + D7.8.1"
7,D7.2,Počet rozhodnutí vydaných ve správních řízeních,"K 31.12. sledovaného roku. Počet rozhodnutí o vrácení řidičského oprávnění po uplynutí nebo prominutí zbytku trestu (sankce) (§102 zákona č. 361/2000 Sb.). Toto číslo je převzato ze statistiky Činnost na úseku agend řidičů programu Eliška (řádek ""počet vrácených ŘO dle § 102""), což je speciální program pro registr řidičů."
7,D7.3,Počet odvolání,"Číslo ukazuje, kolikrát byl vyjádřen (formou odvolání) nesouhlas s rozhodnutím příslušných pracovníků úřadu. K 31.12. sledovaného roku."
7,D7.3.1,Počet námitek proti zápisu počtu bodů,Počet námitek proti zápisu počtu bodů. K 31.12. sledovaného roku.
7,D7.4,Počet zrušených rozhodnutí,"Toto číslo ukazuje, kolik rozhodnutí úřadu zrušil nebo vrátil příslušný nadřízený orgán (Krajský úřad) pro nějaké pochybení. K 31.12. sledovaného roku."
